Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-114608,Platelet degranulation ,47,141,0.009251969,0.020046958,0.834748389,7,11,7.77E-04,9606,Homo sapiens,LGALS3BP;SPARC;CXCL8;SERPINA1;WDR1;ITGB3;SERPINE1;OLA1;CLU;LAMP1;PHACTR2;TIMP3;QSOX1;FAM3C;CAP1;SRGN;ACTN2;NSMCE3;APLP2;ACTN1;ANXA5;ACTN4;SYTL4;SELENOP;PECAM1;TAGLN2;TLN1;GAS6;VCL;CFD;ENDOD1;PDGFB;TRAK1;THBS1;IGSF9;CYTH2;FLNA;VTI1B;TGFB2;EGF;TGFB3;VEGFB;FN1;VEGFC;SOD1;SCCPDH;CALU;CD9;CALM1,,R-HSA-482775;R-HSA-481044;R-HSA-482772;R-HSA-481010;R-HSA-481009;R-HSA-481007;R-HSA-350745
R-HSA-3000178,ECM proteoglycans,29,79,0.005183727,0.020352739,0.834748389,22,23,0.001625327,9606,Homo sapiens,ITGB1;SPARC;LAMA2;LAMA1;ITGB3;LAMA3;SERPINE1;ACAN;CYTH2;ITGAX;ITGAV;NCAM1;ITGB6;TGFB2;TGFB3;FN1;LAMB1;HSPG2;VCAN;COL1A2;COL4A2;COL5A1;COL4A1;COL4A4;COL5A2;COL4A3;COL6A1;COL9A2;AGRN;ITGA9,,R-HSA-2467716;R-HSA-2426471;R-HSA-4086204;R-HSA-4086200;R-HSA-2327909;R-HSA-4086132;R-HSA-2681667;R-HSA-2396079;R-HSA-2327886;R-HSA-2467659;R-HSA-2396395;R-HSA-2424246;R-HSA-2467665;R-HSA-2467633;R-HSA-2396370;R-HSA-2424243;R-HSA-2396124;R-HSA-2424252;R-HSA-2681681;R-HSA-2318623;R-HSA-2465883;R-HSA-2466106
R-HSA-8948216,Collagen chain trimerization,18,44,0.002887139,0.024150242,0.834748389,15,28,0.001978659,9606,Homo sapiens,COL26A1;COL13A1;COL11A1;COL12A1;COL1A2;COL4A2;COL5A1;COL4A1;COL7A1;COL4A4;COL5A2;COL4A3;COL6A1;COL8A2;COL8A1;COL9A2,,R-HSA-8944232;R-HSA-8944265;R-HSA-8944266;R-HSA-8944227;R-HSA-8944229;R-HSA-8944261;R-HSA-8944262;R-HSA-8944218;R-HSA-8944250;R-HSA-8944220;R-HSA-8944254;R-HSA-8944255;R-HSA-8944223;R-HSA-8944214;R-HSA-8944247
R-HSA-193648,NRAGE signals death through JNK,24,64,0.004199475,0.026207512,0.834748389,5,7,4.95E-04,9606,Homo sapiens,VAV3;ARHGEF35;PLEKHG2;ARHGEF26;MAGED1;RASGRF2;ARHGEF17;PLEKHG5;ARHGEF19;ARHGEF18;GNA13;FGD3;TIAM1;PREX1;FGD4;BCL2L11;ARHGEF4;ECT2;ARHGEF7;SOS1;OBSL1;SOS2;ARHGEF5;NGEF,,R-HSA-205075;R-HSA-205115;R-HSA-205039;R-HSA-204958;R-HSA-205132
R-HSA-418990,Adherens junctions interactions,15,35,0.002296588,0.026290824,0.834748389,13,16,0.001130662,9606,Homo sapiens,CADM1;JUP;CTNND1;ACTB;CDH6;CDH3;CDH1;CDH13;CDH24;CTNNB1;NECTIN4;CDH18;NECTIN1,,R-HSA-420582;R-HSA-420580;R-HSA-5692437;R-HSA-419011;R-HSA-433711;R-HSA-420586;R-HSA-420598;R-HSA-420595;R-HSA-420592;R-HSA-433725;R-HSA-419002;R-HSA-419003;R-HSA-419001
R-HSA-3928664,Ephrin signaling,11,23,0.001509186,0.026855080,0.834748389,11,11,7.77E-04,9606,Homo sapiens,EFNB2;EFNB1;EFNB3;NCK2;FYN;ARHGEF7;STK4;MYL9;EPHB1;EPHB4;EPHB3,,R-HSA-3928633;R-HSA-3928639;R-HSA-3928594;R-HSA-3928625;R-HSA-3928641;R-HSA-3928640;R-HSA-3928631;R-HSA-3928615;R-HSA-3928614;R-HSA-3928580;R-HSA-4093329
R-HSA-428542,Regulation of commissural axon pathfinding by SLIT and ROBO,7,12,7.87E-04,0.028661242,0.834748389,5,5,3.53E-04,9606,Homo sapiens,NELL2;ROBO3;SLIT3;SLIT2;NTN1;ROBO1,,R-HSA-9011241;R-HSA-9011224;R-HSA-373715;R-HSA-9010190;R-HSA-428510
R-HSA-193704,p75 NTR receptor-mediated signalling,37,110,0.007217848,0.031658060,0.834748389,26,50,0.003533319,9606,Homo sapiens,ARHGEF26;PRDM4;MAGED1;RASGRF2;PSEN2;GNA13;FGD3;PREX1;FGD4;APH1B;BCL2L11;IRAK1;CASP3;UBC;CASP2;ECT2;VAV3;PRKCI;ARHGEF35;PLEKHG2;RIPK2;ARHGEF17;PLEKHG5;ARHGEF19;ARHGEF18;NFKBIA;TIAM1;ARHGEF4;ARHGEF7;SOS1;OBSL1;SQSTM1;SOS2;ARHGEF5;NGEF,,R-HSA-209536;R-HSA-205056;R-HSA-193665;R-HSA-205132;R-HSA-193682;R-HSA-204947;R-HSA-205075;R-HSA-205008;R-HSA-193686;R-HSA-193684;R-HSA-193694;R-HSA-209566;R-HSA-204958;R-HSA-193695;R-HSA-193703;R-HSA-193643;R-HSA-193705;R-HSA-193641;R-HSA-205039;R-HSA-193647;R-HSA-205115;R-HSA-193656;R-HSA-205112;R-HSA-205118;R-HSA-205117;R-HSA-193661
R-HSA-8866906,TFAP2 (AP-2) family regulates transcription of other transcription factors,4,5,3.28E-04,0.034470536,0.834748389,2,2,1.41E-04,9606,Homo sapiens,TFAP2A;TFAP2C;PITX2,,R-HSA-8864718;R-HSA-8864729
R-HSA-9634597,GPER1 signaling,21,56,0.003674541,0.035581242,0.834748389,10,10,7.07E-04,9606,Homo sapiens,ITGB1;GNAZ;SHC1;FN1;ADCY3;P3H3;GNG12;ADCY7;GNAI1;GNGT2;PRKAR2B;GNB2;GPER1;GNB4;POC1B;ITGA5;PRKACA;PRKACB,,R-HSA-9624017;R-HSA-163617;R-HSA-111925;R-HSA-9036301;R-HSA-392129;R-HSA-111924;R-HSA-8951727;R-HSA-9036307;R-HSA-9624014;R-HSA-9036308
R-HSA-389977,Post-chaperonin tubulin folding pathway,11,25,0.00164042,0.044227978,0.834748389,9,9,6.36E-04,9606,Homo sapiens,TUBB2B;TUBA1B;TUBB2A;TUBB3;TBCE;TBCD;ARL2;TBCC;TBCA;TUBB4A;TUBA8,,R-HSA-389956;R-HSA-389972;R-HSA-389974;R-HSA-389969;R-HSA-389955;R-HSA-389964;R-HSA-389976;R-HSA-389963;R-HSA-389978
R-HSA-9013026,RHOB GTPase cycle,26,75,0.00492126,0.047217084,0.834748389,4,6,4.24E-04,9606,Homo sapiens,TFRC;ARHGEF25;SOWAHC;ARHGEF28;ARHGAP5;ARHGAP35;PREX1;OPHN1;RHPN2;ECT2;STARD13;JUP;CAV1;MCAM;ARHGEF17;MYO9B;VANGL1;BCR;DIAPH1;ANLN;ARHGAP10;DEPDC1B;DIAPH3;DAAM1;DLC1;ARHGEF5,,R-HSA-9013023;R-HSA-9013022;R-HSA-9013024;R-HSA-9690493
R-HSA-9013106,RHOC GTPase cycle,27,79,0.005183727,0.050392032,0.834748389,6,6,4.24E-04,9606,Homo sapiens,FHOD3;CCDC187;TFRC;ARHGEF25;ARHGEF28;ARHGAP5;ARHGAP35;PREX1;OPHN1;STARD13;JUP;CAV1;MCAM;ARHGEF17;MYO9B;RHOC;VANGL1;BCR;FMNL3;DIAPH1;ANLN;ARHGAP10;DEPDC1B;FMNL2;DIAPH3;DAAM1;DLC1;ARHGEF5,,R-HSA-9013109;R-HSA-9013108;R-HSA-9714361;R-HSA-9013111;R-HSA-9013110;R-HSA-9714363
R-HSA-416482,G alpha (12/13) signalling events,29,86,0.005643045,0.050406751,0.834748389,11,15,0.001059996,9606,Homo sapiens,ARHGEF26;RASGRF2;GNA13;FGD3;PREX1;FGD4;GNGT2;POC1B;ECT2;VAV3;ARHGEF35;PLEKHG2;ARHGEF17;PLEKHG5;ARHGEF19;ARHGEF18;P3H3;GNG12;RHOC;TIAM1;GNB2;GNB4;ARHGEF4;ARHGEF7;SOS1;OBSL1;SOS2;ARHGEF5;NGEF,,R-HSA-751019;R-HSA-114544;R-HSA-751039;R-HSA-114548;R-HSA-419166;R-HSA-751027;R-HSA-418574;R-HSA-751029;R-HSA-398184;R-HSA-398185;R-HSA-419049
R-HSA-3928665,EPH-ephrin mediated repulsion of cells,20,55,0.003608924,0.050817027,0.834748389,9,9,6.36E-04,9606,Homo sapiens,VAV3;PSEN2;AP2A1;EFNA5;EFNA4;DNM1;ACTB;EFNA1;EFNB2;TIAM1;EFNB1;APH1B;EFNB3;FYN;EPHA1;EPHB1;EPHB4;AP2M1;EPHB3,,R-HSA-4093327;R-HSA-3928607;R-HSA-3928654;R-HSA-3928604;R-HSA-3928642;R-HSA-3928657;R-HSA-3928656;R-HSA-3928628;R-HSA-3928660
R-HSA-8874081,MET activates PTK2 signaling,13,32,0.002099738,0.051620881,0.834748389,1,5,3.53E-04,9606,Homo sapiens,ITGB1;LAMB3;LAMA2;LAMA1;LAMC3;COL11A1;LAMA3;FN1;LAMB1;LAMC2;COL1A2;COL5A1;COL5A2,,R-HSA-8874079
R-HSA-9010642,ROBO receptors bind AKAP5,6,11,7.22E-04,0.053377166,0.834748389,7,7,4.95E-04,9606,Homo sapiens,ROBO3;PRKCA;PRKACA;PRKACB;ROBO1,,R-HSA-9010681;R-HSA-9010648;R-HSA-9010641;R-HSA-9010643;R-HSA-9010645;R-HSA-9010647;R-HSA-9010646
R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,31,94,0.006167979,0.055990007,0.834748389,26,31,0.002190658,9606,Homo sapiens,RNASEL;POM121;NUP205;UBE2L6;AAAS;IFIT1;USP18;OASL;HERC5;POM121C;NUP42;NUP85;UBC;NUP62;FLNA;PHACTR2;TRIM25;FLNB;KPNA2;JAK1;NDC1;ISG15;OAS1;IRF3;OAS3;UBE2N;EIF4G2;NUP37,,R-HSA-936462;R-HSA-8983688;R-HSA-8985153;R-HSA-8983680;R-HSA-8985091;R-HSA-1169307;R-HSA-8985157;R-HSA-9009936;R-HSA-9009941;R-HSA-1678841;R-HSA-1169395;R-HSA-1678843;R-HSA-1678842;R-HSA-1169394;R-HSA-1169397;R-HSA-1169399;R-HSA-1169398;R-HSA-1176059;R-HSA-1169403;R-HSA-8985123;R-HSA-1169402;R-HSA-1169405;R-HSA-1169404;R-HSA-1169406;R-HSA-8985201;R-HSA-8983671
R-HSA-1250196,SHC1 events in ERBB2 signaling,14,36,0.002362205,0.059513206,0.834748389,6,6,4.24E-04,9606,Homo sapiens,ERBB4;NRG4;SHC1;EGF;PRKCE;PRKCD;PRKCA;SOS1;PRKACA;EGFR;HBEGF,,R-HSA-1250195;R-HSA-1250486;R-HSA-8934446;R-HSA-1963578;R-HSA-8934465;R-HSA-1250463
R-HSA-9035034,RHOF GTPase cycle,17,46,0.003018373,0.060032756,0.834748389,2,3,2.12E-04,9606,Homo sapiens,SOWAHC;CAV1;MCAM;ACTN1;MYO9B;FAM169A;ARHGAP5;ACTB;LMNB1;VANGL1;AKAP12;DIAPH1;ARHGAP10;DEPDC1B;DIAPH2;DIAPH3,,R-HSA-9693282;R-HSA-9693125
R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane,27,81,0.005314961,0.063713982,0.834748389,13,15,0.001059996,9606,Homo sapiens,RALA;PRKAA2;PRKAG2;ACTB;TUBA1B;YWHAQ;TUBB3;AKT2;AKT1;SFN;YWHAG;YWHAH;RAB4A;EXOC7;LNPEP;TUBB4A;YWHAZ;TBC1D1;TUBB2B;TUBB2A;MYO1C;EXOC3;MYH9;EXOC5;CALM1;TUBA8,,R-HSA-1445143;R-HSA-2316352;R-HSA-1458485;R-HSA-1458463;R-HSA-1449597;R-HSA-1445149;R-HSA-2255342;R-HSA-1445144;R-HSA-1454689;R-HSA-2316347;R-HSA-5260201;R-HSA-1454699;R-HSA-2316349
R-HSA-8951671,RUNX3 regulates YAP1-mediated transcription,5,9,5.91E-04,0.069763116,0.834748389,3,3,2.12E-04,9606,Homo sapiens,CCN2;TEAD1;TEAD2;TEAD3,,R-HSA-8951676;R-HSA-8951695;R-HSA-1989766
R-HSA-194138,Signaling by VEGF,43,140,0.009186352,0.071225836,0.834748389,79,86,0.006077309,9606,Homo sapiens,SHC2;NCF2;MAPKAP1;TGFB1I1;ITGB3;CTNND1;ITPR2;HSPB1;STK4;ACTB;CYTH2;AKT2;KDR;NCK2;AKT1;PTK2B;FYN;ITGAV;WASF1;PRKACA;AAMP;PRKACB;VAV3;JUP;NOS3;PRKCB;CAV1;PRKCD;VEGFB;VEGFC;PRKCA;PGF;MAPK12;MAPK13;MAPK11;HSH2D;MAPKAPK2;ELMO1;CTNNB1;CALM1,,R-HSA-194310;R-HSA-194311;R-HSA-194308;R-HSA-2029465;R-HSA-202127;R-HSA-202129;R-HSA-5218645;R-HSA-202137;R-HSA-5218643;R-HSA-5218642;R-HSA-5218640;R-HSA-2317314;R-HSA-202144;R-HSA-5357429;R-HSA-5357432;R-HSA-4420202;R-HSA-8951586;R-HSA-187688;R-HSA-5218916;R-HSA-4420206;R-HSA-1497784;R-HSA-5218815;R-HSA-195378;R-HSA-4420083;R-HSA-5218814;R-HSA-5218813;R-HSA-5218812;R-HSA-5218811;R-HSA-5218809;R-HSA-9674532;R-HSA-5218806;R-HSA-5218805;R-HSA-5218804;R-HSA-4420099;R-HSA-5218830;R-HSA-5218828;R-HSA-5218827;R-HSA-5218826;R-HSA-5218824;R-HSA-5218823;R-HSA-4420107;R-HSA-5218822;R-HSA-5218821;R-HSA-5218820;R-HSA-434637;R-HSA-5218819;R-HSA-5218818;R-HSA-5218847;R-HSA-169683;R-HSA-74448;R-HSA-169680;R-HSA-195408;R-HSA-5357445;R-HSA-5218841;R-HSA-4420117;R-HSA-5218839;R-HSA-5218838;R-HSA-4420121;R-HSA-5218836;R-HSA-9691215;R-HSA-5218832;R-HSA-4420128;R-HSA-5218855;R-HSA-5218854;R-HSA-5218852;R-HSA-5218851;R-HSA-4420143;R-HSA-5218850;R-HSA-4420140;R-HSA-5357472;R-HSA-198640;R-HSA-5357477;R-HSA-5357479;R-HSA-4420153;R-HSA-5357483;R-HSA-3928647;R-HSA-202111;R-HSA-198270;R-HSA-202110
R-HSA-2892247,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",9,21,0.001377953,0.072962235,0.834748389,8,16,0.001130662,9606,Homo sapiens,SALL1;SALL4;EPHA1;FGF2;TDGF1,,R-HSA-2972975;R-HSA-480515;R-HSA-452338;R-HSA-452958;R-HSA-480509;R-HSA-2972967;R-HSA-2972960;R-HSA-2972962
R-HSA-8985801,Regulation of cortical dendrite branching,3,4,2.62E-04,0.074249283,0.834748389,2,2,1.41E-04,9606,Homo sapiens,NCK2;ROBO1,,R-HSA-8985812;R-HSA-8985799
R-HSA-446343,Localization of the PINCH-ILK-PARVIN complex to focal adhesions,3,4,2.62E-04,0.074249283,0.834748389,2,2,1.41E-04,9606,Homo sapiens,ITGB1;ILK;PARVA,,R-HSA-446322;R-HSA-432897
R-HSA-75035,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,7,15,9.84E-04,0.075257610,0.834748389,4,5,3.53E-04,9606,Homo sapiens,CDS1;WEE1;YWHAQ;SFN;YWHAZ;YWHAG;YWHAH,,R-HSA-75809;R-HSA-170070;R-HSA-75028;R-HSA-75016
R-HSA-420029,Tight junction interactions,12,31,0.002034121,0.078546394,0.834748389,3,3,2.12E-04,9606,Homo sapiens,PRKCI;TSTD1;F11R;CLDN1;CLDN22;CLDN10;CLDN4;CLDN9;CLDN23;CLDN7;CLDN16;CRB3;PALS1,,R-HSA-420661;R-HSA-420019;R-HSA-419981
R-HSA-9699150,Defective DNA double strand break response due to BARD1 loss of function,2,2,1.31E-04,0.085182308,0.834748389,1,1,7.07E-05,9606,Homo sapiens,BARD1;BRCA1,,R-HSA-9699163
R-HSA-9663199,Defective DNA double strand break response due to BRCA1 loss of function,2,2,1.31E-04,0.085182308,0.834748389,1,1,7.07E-05,9606,Homo sapiens,BARD1;BRCA1,,R-HSA-9663194
R-HSA-9012999,RHO GTPase cycle,126,460,0.030183727,0.085669581,0.834748389,66,91,0.006430641,9606,Homo sapiens,ITSN2;FHOD3;TFRC;NCF2;WIPF1;WIPF2;CCP110;MSI2;FNBP1L;ACTB;ARHGAP35;SYDE2;PREX1;OPHN1;TPM4;ACTN1;LEMD3;ARHGAP45;BCR;TIAM1;DEPDC1B;DAAM1;HGS;OBSL1;CFTR;NGEF;ARHGEF26;ARHGEF25;ARHGEF28;CUL3;RASAL2;AAAS;IQGAP2;RHOBTB1;DDRGK1;STK38;RHPN1;RHPN2;ECT2;HMOX2;FAM83B;STARD13;JAG1;JUP;MCAM;CAV1;ARHGAP27;ARHGAP23;VANGL1;ARHGAP33;CCDC88A;DIAPH1;ANLN;DIAPH2;ARHGAP31;DNMBP;DIAPH3;NOXA1;FERMT2;ITGB1;ARHGAP11A;ARHGAP11B;DOCK9;SOWAHC;RASGRF2;OSBPL11;ARHGAP5;ARHGAP6;RND3;LMNB1;AKAP12;TUBA1B;STBD1;RAC2;NCK2;EMILIN2;DSP;PLEKHG3;VAV3;PLEKHG4;PLEKHG1;NUDC;PLEKHG2;ARHGEF17;PLEKHG5;PLEKHG6;ARHGEF19;ARHGEF18;RHOC;GMIP;ARHGAP10;GFOD1;PEAK1;CDC42EP3;ARHGEF4;CDC42EP1;RHOU;PDE5A;ARHGEF7;SOS1;SOS2;ARHGEF5;CCDC187;GPS1;FAM169A;FGD3;GNA13;FGD4;PLEKHG4B;PAK6;PTK2B;WASF1;YKT6;SPEN;MTX1;KIDINS220;MYO9B;CDC42BPB;DEF6;FMNL3;FMNL2;DLC1,,R-HSA-9013004;R-HSA-9018766;R-HSA-8981637;R-HSA-9018758;R-HSA-9013145;R-HSA-9013144;R-HSA-9014296;R-HSA-9014424;R-HSA-9018778;R-HSA-9726848;R-HSA-5627072;R-HSA-9013023;R-HSA-9013022;R-HSA-9714691;R-HSA-9013009;R-HSA-9696267;R-HSA-9017488;R-HSA-9696266;R-HSA-9018768;R-HSA-9692809;R-HSA-9726862;R-HSA-9017491;R-HSA-9696271;R-HSA-9014293;R-HSA-9693198;R-HSA-9014420;R-HSA-9013143;R-HSA-9014295;R-HSA-9014294;R-HSA-9696268;R-HSA-9018774;R-HSA-9013161;R-HSA-9018794;R-HSA-9714480;R-HSA-9714481;R-HSA-9714483;R-HSA-9014433;R-HSA-9013024;R-HSA-9017507;R-HSA-9018787;R-HSA-9014434;R-HSA-9013157;R-HSA-9714361;R-HSA-9013159;R-HSA-9013158;R-HSA-9714363;R-HSA-9018808;R-HSA-9013437;R-HSA-9691174;R-HSA-9013438;R-HSA-9014449;R-HSA-9714477;R-HSA-9018804;R-HSA-9018806;R-HSA-9014467;R-HSA-9693125;R-HSA-8980691;R-HSA-9690493;R-HSA-9018745;R-HSA-9693282;R-HSA-9018747;R-HSA-9018746;R-HSA-9013109;R-HSA-9013108;R-HSA-9013111;R-HSA-9013110
R-HSA-452723,Transcriptional regulation of pluripotent stem cells,16,45,0.002952756,0.085775703,0.834748389,20,35,0.002473323,9606,Homo sapiens,HHEX;SALL1;TSC22D1;EPAS1;SALL4;GATA6;EPHA1;TDGF1;FGF2;FOXP1,,R-HSA-452838;R-HSA-2972975;R-HSA-480515;R-HSA-2972968;R-HSA-2972965;R-HSA-480301;R-HSA-2972967;R-HSA-480204;R-HSA-2972966;R-HSA-2972960;R-HSA-452392;R-HSA-2895778;R-HSA-480520;R-HSA-2972962;R-HSA-1112609;R-HSA-452338;R-HSA-2972952;R-HSA-452958;R-HSA-452894;R-HSA-480509
R-HSA-9013149,RAC1 GTPase cycle,56,191,0.012532808,0.086210349,0.834748389,4,6,4.24E-04,9606,Homo sapiens,ITGB1;TFRC;NCF2;WIPF1;DOCK9;RASGRF2;WIPF2;ARHGAP5;ARHGAP35;SYDE2;PREX1;OPHN1;PLEKHG3;VAV3;PLEKHG4;PLEKHG1;PLEKHG2;PLEKHG6;ARHGEF19;ARHGEF18;LEMD3;GMIP;ARHGAP45;BCR;TIAM1;ARHGAP10;DEPDC1B;ARHGEF4;CDC42EP1;ARHGEF7;SOS1;SOS2;ARHGEF5;NGEF;ARHGEF25;IQGAP2;GNA13;PAK6;ECT2;WASF1;YKT6;JAG1;MCAM;CAV1;MYO9B;ARHGAP27;DEF6;ARHGAP23;VANGL1;ARHGAP33;ARHGAP31;DIAPH3;DLC1;NOXA1;FERMT2,,R-HSA-9013145;R-HSA-9013144;R-HSA-9691174;R-HSA-9013143
R-HSA-3928662,EPHB-mediated forward signaling,18,52,0.003412073,0.086941589,0.834748389,23,26,0.001837326,9606,Homo sapiens,ACTR3;SDC2;LIMK2;ARHGEF28;ARPC1B;LIMK1;GRIN2B;ACTB;EFNB2;TIAM1;EFNB1;EFNB3;ARPC2;FYN;EPHB1;EPHB4;EPHB3,,R-HSA-4093342;R-HSA-3928601;R-HSA-3928600;R-HSA-3928632;R-HSA-4093339;R-HSA-4093336;R-HSA-3928627;R-HSA-3928595;R-HSA-4093332;R-HSA-3928592;R-HSA-4093330;R-HSA-4093331;R-HSA-3928598;R-HSA-3928617;R-HSA-3928623;R-HSA-3928588;R-HSA-3928610;R-HSA-3928577;R-HSA-3928608;R-HSA-3928583;R-HSA-3928645;R-HSA-3928644;R-HSA-3928612
R-HSA-9768759,Regulation of NPAS4 gene expression,9,22,0.00144357,0.090585576,0.834748389,11,11,7.77E-04,9606,Homo sapiens,NPAS4;TNRC6C;KCNIP3;SRF;AGO2;DYSF;NR3C1;TNRC6B,,R-HSA-9768788;R-HSA-9769345;R-HSA-9768832;R-HSA-9769347;R-HSA-9768829;R-HSA-9768764;R-HSA-9768782;R-HSA-9639567;R-HSA-9640063;R-HSA-9640060;R-HSA-9768762
R-HSA-1566977,Fibronectin matrix formation,4,7,4.59E-04,0.091902175,0.834748389,3,3,2.12E-04,9606,Homo sapiens,ITGB1;CEACAM1;FN1;ITGA5,,R-HSA-202723;R-HSA-2327746;R-HSA-2545196
R-HSA-9013406,RHOQ GTPase cycle,21,63,0.004133858,0.092287965,0.834748389,4,5,3.53E-04,9606,Homo sapiens,PLEKHG3;TFRC;JUP;CAV1;CDC42BPB;ARHGAP5;ARHGAP35;VANGL1;ARHGAP33;PREX1;ARHGAP10;DEPDC1B;DIAPH3;GFOD1;OPHN1;DLC1;CDC42EP3;CDC42EP1;ARHGEF7;OBSL1;CFTR,,R-HSA-9018745;R-HSA-9018747;R-HSA-9018746;R-HSA-5627072
R-HSA-6785631,ERBB2 Regulates Cell Motility,8,19,0.001246719,0.094198184,0.834748389,2,2,1.41E-04,9606,Homo sapiens,DIAPH1;ERBB4;NRG4;EGF;EGFR;HBEGF,,R-HSA-6785636;R-HSA-6785648
R-HSA-193639,p75NTR signals via NF-kB,8,19,0.001246719,0.094198184,0.834748389,12,13,9.19E-04,9606,Homo sapiens,NFKBIA;PRKCI;IRAK1;RIPK2;UBC;SQSTM1,,R-HSA-209536;R-HSA-193665;R-HSA-193686;R-HSA-193703;R-HSA-193684;R-HSA-193656;R-HSA-193705;R-HSA-193641;R-HSA-193694;R-HSA-193647;R-HSA-209566;R-HSA-193695
R-HSA-9755779,SARS-CoV-2 targets host intracellular signalling and regulatory pathways,8,19,0.001246719,0.094198184,0.834748389,3,5,3.53E-04,9606,Homo sapiens,YWHAQ;CAV1;AKT2;AKT1;SFN;YWHAZ;YWHAG;YWHAH,,R-HSA-9754518;R-HSA-9729500;R-HSA-198270
R-HSA-9619665,EGR2 and SOX10-mediated initiation of Schwann cell myelination,14,39,0.002559055,0.097025256,0.834748389,19,26,0.001837326,9606,Homo sapiens,GJB1;LAMA2;SCD5;ADGRG6;PRX;CYP51A1;LAMB1;MBP;TEAD1;SMARCA4,,R-HSA-9619666;R-HSA-9619667;R-HSA-9613648;R-HSA-9621399;R-HSA-9619668;R-HSA-9619669;R-HSA-9614773;R-HSA-9621400;R-HSA-9621406;R-HSA-9614271;R-HSA-9618559;R-HSA-9621404;R-HSA-9614787;R-HSA-9614273;R-HSA-9614790;R-HSA-9618725;R-HSA-9615626;R-HSA-9619657;R-HSA-9613644
R-HSA-209543,p75NTR recruits signalling complexes,7,16,0.001049869,0.097140257,0.834748389,9,9,6.36E-04,9606,Homo sapiens,PRKCI;IRAK1;RIPK2;UBC;SQSTM1,,R-HSA-193665;R-HSA-193686;R-HSA-193684;R-HSA-193656;R-HSA-193641;R-HSA-193694;R-HSA-209566;R-HSA-193695;R-HSA-193647
R-HSA-3656237,Defective EXT2 causes exostoses 2,7,16,0.001049869,0.097140257,0.834748389,4,4,2.83E-04,9606,Homo sapiens,EXT1;GPC1;SDC2;SDC3;GPC4;AGRN;HSPG2,,R-HSA-9036289;R-HSA-3656254;R-HSA-9036290;R-HSA-3656267
R-HSA-3656253,"Defective EXT1 causes exostoses 1, TRPS2 and CHDS",7,16,0.001049869,0.097140257,0.834748389,4,4,2.83E-04,9606,Homo sapiens,EXT1;GPC1;SDC2;SDC3;GPC4;AGRN;HSPG2,,R-HSA-9036283;R-HSA-3656261;R-HSA-9036285;R-HSA-3656257
